candidate,state,district,office,year,party,website_url,has_url,captured
Julie Johnson,TX,32,house,2024,D,http://www.juliejohnson.com/,True,True
Julie Lynn Oliver,TX,25,house,2018,D,https://oliver2018.com,True,True
Julie Lynn Oliver,TX,25,house,2020,D,https://julieoliver.org,True,True
Julie Lynn Oliver,TX,25,house,2022,D,https://julieoliver.org,True,True
Julie Lythcott-Haims,CA,16,house,2024,D,https://julie.vote,True,False
Julien Modica,VA,10,house,2018,D,http://bit.ly/1mivyfp,True,False
Julien Modica,VA,10,house,2020,D,http://bit.ly/1mivyfp,True,False
Julien Modica,VA,10,house,2022,D,http://bit.ly/1mivyfp,True,False
Julien Modica,VA,00,senate,2012,D,https://www.modicaforsenate.com,True,False
Julien Modica,VA,00,senate,2014,D,https://www.modicaforsenate.com,True,False
Julien Modica,VA,00,senate,2016,D,https://www.modicaforsenate.com,True,False
Julio Garza,TX,29,house,2018,R,https://juliogarzaforcongress.com,True,False
Julio Garza,TX,29,house,2022,R,https://www.juliogarzatexas29forcongress.com,True,True
Julio Garza,TX,29,house,2024,R,https://www.juliogarzatexas29forcongress.com,True,True
Julio Mr. Pabon,NY,15,house,2020,D,https://www.juliopabon.com,True,True
Jullian Bishop,NC,01,house,2022,D,https://www.jullianbishop.com,True,True
Jullian Bishop,NC,01,house,2024,D,https://www.jullianbishop.com,True,False
Junaid Ahmed,IL,08,house,2022,D,https://junaidforcongress.com,True,True
Junaid Ahmed,IL,08,house,2024,D,https://junaidforcongress.com,True,False
Junius Rodriguez,IL,18,house,2018,D,https://www.rodriguezcongress.com,True,True
Junius Rodriguez,IL,18,house,2020,D,https://www.rodriguezcongress.com,True,False
Justin Alexander Mr. Bennett,SC,04,house,2022,D,https://www.justinbennettsc.com,True,False
Justin Alexander Mr. Bennett,SC,04,house,2024,D,https://www.justinbennettsc.com,True,False
Justin Amash,MI,03,house,2018,R,https://www.justinamash.com,True,True
Justin Amash,MI,00,senate,2024,R,https://www.justinamash.com,True,True
Justin Anderson,CT,02,house,2020,R,https://justinandersonforcongress.com,True,True
Justin Anderson,CT,02,house,2022,R,https://justinandersonforcongress.com,True,True
Justin Bautista-Jones,TN,05,house,2020,D,https://justinjones2020.com/,True,True
Justin Bautista-Jones,TN,05,house,2022,D,https://justinjones2020.com/,True,True
Justin Bautista-Jones,TN,05,house,2024,D,https://justinjones2020.com/,True,False
Justin Benjamin Pollard,ME,00,senate,2012,D,https://www.pollard2012.org,True,True
Justin Benjamin Pollard,ME,00,senate,2014,D,https://www.pollard2012.org,True,False
Justin Benjamin Pollard,ME,00,senate,2016,D,https://www.pollard2012.org,True,False
Justin Bernier,CT,05,house,2018,R,https://www.bernierforcongress.org,True,False
Justin Bonner,WI,03,house,2020,D,https://justinbonner.com,True,False
Justin Burau,IL,03,house,2022,R,https://www.justinbforcongress.com,True,False
Justin Burau,IL,03,house,2024,R,https://www.justinbforcongress.com,True,False
Justin Dale Snider,MO,07,house,2022,R,https://justindsnider.org,True,True
Justin E Dues,NC,08,house,2024,D,https://www.justicewithdues.org/,True,True
Justin Holcomb,AL,04,house,2024,R,https://www.justinforcongress.com,True,False
Justin James Mr. Waters,FL,03,house,2022,R,https://justinwaterslaw.com,True,True
Justin K Thermochem Miller,NC,02,house,2018,D,http://www.millerfornc.com,True,False
Justin Keith Davison,SC,07,house,2022,R,https://justindavisonforcongress2022.com,True,False
Justin Lamar Sternad,FL,26,house,2018,D,https://www.votelamar.com,True,False
Justin Leonard Lurie,TX,02,house,2018,R,https://www.lurieforcongress.com,True,False
Justin Livingston,OR,02,house,2020,R,https://www.livingston4congress.com,True,True
Justin Livingston,OR,02,house,2022,R,https://www.livingston4congress.com,True,True
Justin Livingston,OR,02,house,2024,R,https://www.livingston4congress.com,True,False
Justin Michael Ll.M. Murphy,NJ,00,senate,2024,R,https://www.jerseyjustin4senate.org,True,True
Justin Moore,TX,32,house,2024,D,https://www.moore4texas.com,True,False
Justin Nathaniel Scott,SC,06,house,2024,R,https://jscottcongress.com,True,True
Justin Olson,AZ,05,house,2018,R,https://www.votejustinolson.com,True,True
Justin Olson,AZ,05,house,2020,R,https://www.votejustinolson.com,True,False
Justin Olson,AZ,05,house,2022,R,https://votejustinolson.com,True,True
Justin Olson,AZ,05,house,2024,R,https://votejustinolson.com,True,False
Justin Olson,AZ,00,senate,2022,R,https://votejustinolson.com,True,True
Justin Olson,AZ,00,senate,2024,R,https://votejustinolson.com,True,False
Justin Santopietro,VA,09,house,2018,D,https://justin4va.com,True,False
Justin Shad Mr Mcneal,SD,00,house,2024,R,https://www.mcneal4congress.com,True,True
Justin Strickland,NJ,11,house,2024,D,https://justinstrickland.com,True,True
Justin Tuthill,VT,00,senate,2022,R,https://tuthillforsenate.com,True,False
Justin Wayne Snider,TX,06,house,2018,D,https://www.sniderforcongress.com,True,True
Justin Webb,TX,32,house,2022,R,http://www.webbfortexas.com,True,True
Justine Louise Wadsack,AZ,02,house,2020,R,https://www.wadsack4congress.com,True,True
Justine Louise Wadsack,AZ,02,house,2022,R,https://www.wadsack4congress.com,True,False
Justine Louise Wadsack,AZ,02,house,2024,R,https://www.wadsack4congress.com,True,False
Kai Degner,VA,06,house,2018,D,https://www.beatbobgoodlatte.com,True,True
Kaiali'I Kahele,HI,02,house,2020,D,https://www.kaikahele.com,True,True
Kaiali'I Kahele,HI,02,house,2022,D,https://www.kaikahele.com,True,True
Kaiali'I Kahele,HI,02,house,2024,D,https://www.kaikahele.com,True,True
Kalena Bruce,MO,04,house,2022,R,https://www.bruceforcongress.com,True,False
Kalena Bruce,MO,04,house,2024,R,https://www.bruceforcongress.com,True,False
Kali Barnett,KS,01,house,2020,D,https://kaliforkansas.com/,True,True
Kali Barnett,KS,01,house,2022,D,https://kaliforkansas.com/,True,False
Kaliko Castille,OR,01,house,2018,D,https://www.facebook.com/kalikoforcongress,False,False
Kamal Al Mahesh,TX,24,house,2024,D,https://www.maheshfortexas.com,True,False
Kamala D Harris,CA,00,senate,2016,D,https://kamalaharris.com/,True,False
Kamala D Harris,CA,00,senate,2018,D,https://kamalaharris.com/,True,False
Kamala D Harris,CA,00,senate,2020,D,https://kamalaharris.com/,True,False
Kamala D Harris,CA,00,senate,2022,D,https://kamalaharris.com/,True,False
Kandiss Sharpe Dr Taylor,GA,00,senate,2020,R,https://www.kandisstaylor.com,True,True
Kandiss Sharpe Dr Taylor,GA,00,senate,2022,R,https://www.kandisstaylor.com,True,True
Kara Eastman,NE,02,house,2018,D,https://www.wehavethepeople.com,True,False
Kara Eastman,NE,02,house,2020,D,https://www.wehavethepeople.com,True,False
Kara Eastman,NE,02,house,2022,D,https://www.wehavethepeople.com,True,True
Kara Eastman,NE,02,house,2024,D,https://www.wehavethepeople.com,True,False
Kara Hahn,NY,01,house,2022,D,https://karaforcongress.com/,True,True
Kara Hahn,NY,01,house,2024,D,https://karaforcongress.com/,True,False
Karen A Dvm Mccormick,CO,04,house,2018,D,http://mccormickforcongress.org,True,True
Karen A Dvm Mccormick,CO,04,house,2020,D,http://mccormickforcongress.org,True,False
Karen Bass,CA,37,house,2018,D,http://www.karenbass.com,True,True
Karen Bass,CA,37,house,2020,D,http://www.karenbass.com,True,True
Karen Bass,CA,37,house,2022,D,http://www.karenbass.com,True,False
Karen Bass,CA,37,house,2024,D,http://www.karenbass.com,True,True
Karen Breslin,CO,00,senate,2022,D,https://www.breslinforsenate2022.com,True,True
Karen Carter Peterson,LA,02,house,2020,D,https://karencarterpeterson.com,True,True
Karen Carter Peterson,LA,02,house,2022,D,https://karencarterpeterson.com,True,True
Karen Christine Handel,GA,06,house,2018,R,https://karenhandel.com,True,True
Karen Christine Handel,GA,06,house,2020,R,https://karenhandel.com,True,True
Karen Christine Handel,GA,06,house,2022,R,https://karenhandel.com,True,False
Karen Christine Handel,GA,00,senate,2014,R,https://www.karenhandel.com,True,True
Karen Crnkovich,KS,03,house,2024,R,https://kcforkansas.com,True,True
Karen E. Bedonie,NM,03,house,2020,R,https://www.bedonie2020.com,True,True
Karen G.H. Ms. Baker,VA,09,house,2024,D,https://bakerforva9th.com,True,True
Karen Kolodziej,IL,08,house,2022,R,https://www.karenkolodziejforcongress.com,True,True
Karen Kolodziej,IL,08,house,2024,R,https://www.karenkolodziejforcongress.com,True,False
Karen Powers Mrs. Mallard,VA,02,house,2018,D,https://karenmallard.com,True,True
Karen R Breslin,CO,04,house,2024,D,https://www.breslinforcongress.com,True,True
Karen Rene,GA,13,house,2024,D,https://electkarenrene.com,True,True
Karen Rev. Dr. Green,FL,07,house,2022,D,https://karengreenforflorida.com,True,True
Karen Rev. Dr. Green,FL,07,house,2024,D,https://karengreenforflorida.com,True,False
Karen Roseberry,CA,00,senate,2016,R,https://www.karenroseberryforsenate.com,True,True
Karen Roseberry,CA,00,senate,2018,R,https://www.karenroseberryforsenate.com,True,False
Karen Testerman,NH,00,senate,2014,R,https://www.testermanforsenate.com,True,True
Karen Testerman,NH,00,senate,2016,R,https://www.testermanforsenate.com,True,True
Karen W Bentley,NC,13,house,2022,R,https://karenbentleync.com,True,True
Karen W Bentley,NC,13,house,2024,R,https://karenbentleync.com,True,False
Kari Lake,AZ,00,senate,2024,R,https://karilake.com/,True,True
Kari Lerner,FL,19,house,2024,D,https://karilernerforflorida.com,True,True
Karin Housley,MN,00,senate,2018,R,https://housleyforsenate.com,True,True
Karin Housley,MN,00,senate,2020,R,https://housleyforsenate.com,True,False
Karin Housley,MN,00,senate,2022,R,https://housleyforsenate.com,True,True
Karin Housley,MN,00,senate,2024,R,https://housleyforsenate.com,True,True
Karin M Norington-Reaves,IL,01,house,2022,D,https://www.votekarin.com,True,True
Karina Lipsman,VA,08,house,2022,R,https://www.karinaforcongress.com,True,True
Karina Lipsman,VA,08,house,2024,R,https://www.karinaforcongress.com,True,True
Karl E Gentles,AZ,06,house,2020,D,https://www.gentlesforcongress.com,True,True
Karl E Gentles,AZ,06,house,2022,D,https://www.gentlesforcongress.com,True,False
Karl E Gentles,AZ,06,house,2024,D,https://www.gentlesforcongress.com,True,False
Karl J Hanlon,CO,03,house,2018,D,https://www.karlhanlon.com,True,False
Karl Kw Mr. Miller,FL,28,house,2022,R,https://www.americafirstpc.org,True,False
Karl Kw Mr. Miller,FL,28,house,2024,R,https://www.americafirstpc.org,True,False
Karl Ryan,CA,16,house,2024,R,http://karlryan.us,True,False
Karl Siganporia,CA,34,house,2018,R,https://www.siganporia.com,True,False
Karl W Mr Speights,AK,00,senate,2022,R,https://karlspeights4alaskaussenate.com,True,True
Karl W. Miller,FL,18,house,2020,R,https://www.kwmillerforcongress.com,True,True
Karl W. Miller,FL,18,house,2022,R,https://www.americafirstpc.org,True,True
Karl W. Miller,FL,18,house,2024,R,https://www.americafirstpc.org,True,False
Karla Dupriest,AL,00,senate,2022,R,https://www.karladupriestussenate.com/,True,True
Karoline Leavitt,NH,01,house,2022,R,https://karolineforcongress.com,True,True
Karoline Leavitt,NH,01,house,2024,R,https://karolineforcongress.com,True,False
Kat Cammack,FL,03,house,2020,R,https://www.katforcongress.com,True,True
Kat Cammack,FL,03,house,2022,R,https://www.katforcongress.com,True,True
Kat Cammack,FL,03,house,2024,R,https://www.katforcongress.com,True,True
Kate Bolz,NE,01,house,2020,D,https://www.katebolz.com,True,True
Kate Bolz,NE,01,house,2022,D,https://www.katebolz.com,True,False
Kate Dean,WA,06,house,2024,D,https://katedean.org,True,False
Kate Gibbs,NJ,03,house,2020,R,https://katefornj.com,True,True
Kate Gibbs,NJ,03,house,2022,R,https://katefornj.com,True,True
Kate M Monroe,CA,49,house,2024,R,https://kateforcongress.com,True,True
Kate M. Browning,NY,01,house,2018,D,https://www.votekatebrowning.com,True,True
Kate M. Browning,NY,01,house,2020,D,https://www.votekatebrowning.com,True,True
Kate Schroder,OH,01,house,2020,D,https://www.kateforcongress.com,True,True
Kate Schroder,OH,01,house,2022,D,https://www.kateforcongress.com,True,False
Kathaleen Mrs. Wall,TX,02,house,2018,R,https://www.kathaleenwall.com/,True,True
Kathaleen Wall,TX,22,house,2020,R,https://www.kathaleenwall.com,True,True
Katherine Burton,ID,02,house,2018,R,https://katherineburtonforcongress.com,True,False
Katherine Clark,MA,05,house,2018,D,https://www.katherineclark.org/,True,True
Katherine Clark,MA,05,house,2020,D,https://www.katherineclark.org/,True,True
Katherine Clark,MA,05,house,2022,D,https://www.katherineclark.org/,True,True
Katherine Clark,MA,05,house,2024,D,https://www.katherineclark.org/,True,True
Katherine Dubeau Landing,SC,01,house,2020,R,https://kathylanding.com,True,True
Katherine Lauren Hill,CA,25,house,2018,D,https://www.katiehillforcongress.com,True,True
Katherine Lauren Hill,CA,25,house,2020,D,https://www.katiehillforcongress.com,True,True
Katherine Lauren Hill,CA,25,house,2022,D,https://www.katiehillforcongress.com,True,True
Katherine Lauren Hill,CA,25,house,2024,D,https://www.katiehillforcongress.com,True,True
Katherine M Gallant,OR,02,house,2022,R,https://katgallant.com,True,True
Katherine Porter,CA,45,house,2018,D,https://katieporter.com/,True,True
Katherine Porter,CA,45,house,2020,D,https://katieporter.com/,True,True
Katherine Porter,CA,47,house,2022,D,https://katieporter.com/,True,True
Katherine Porter,CA,47,house,2024,D,https://katieporter.com/,True,True
Katherine Porter,CA,00,senate,2024,D,https://katieporter.com/,True,True
Kathi Flanders,OH,10,house,2020,R,https://kathiflanders.com,True,False
Kathi Thomas,TX,25,house,2018,D,http://www.kathiforcongress.com,True,False
Kathleen Alana Mcginty,PA,00,senate,2016,D,https://www.katiemcginty.com,True,True
Kathleen Alana Mcginty,PA,00,senate,2018,D,https://www.katiemcginty.com,True,False
Kathleen Alana Mcginty,PA,00,senate,2020,D,https://www.katiemcginty.com,True,True
Kathleen Alana Mcginty,PA,00,senate,2022,D,https://www.katiemcginty.com,True,True
Kathleen Alana Mcginty,PA,00,senate,2024,D,https://www.katiemcginty.com,True,True
Kathleen Allen,GA,07,house,2018,D,https://www.electkathleenallen.com,True,True
Kathleen Anderson,UT,04,house,2020,R,https://kathleenforutah.com,True,True
Kathleen Cordelia Bailey,TX,05,house,2022,D,https://baileyfortexas.com,True,True
Kathleen Harder,OR,06,house,2022,D,https://www.drkathleenharder.com,True,True
Kathleen Harder,OR,06,house,2024,D,https://www.drkathleenharder.com,True,True
Kathleen Rice,NY,04,house,2018,D,https://www.kathleenrice.com,True,True
Kathleen Rice,NY,04,house,2020,D,https://www.kathleenrice.com,True,True
Kathleen Rice,NY,04,house,2022,D,https://www.kathleenrice.com,True,True
Kathleen Rice,NY,04,house,2024,D,https://www.kathleenrice.com,True,True
Kathleen Thomas,IL,00,senate,2010,R,https://kathleenthomasforsenate.com,True,False
Kathleen Thomas,TX,25,house,2018,D,http://www.kathiforcongress.com,True,True
Kathleen Troia Mcfarland,NY,00,senate,2006,R,https://ktforsenate.com,True,True
Kathleen Troia Mcfarland,NY,00,senate,2008,R,https://ktforsenate.com,True,True
Kathleen Williams,MT,00,house,2018,D,https://kathleenformontana.com,True,True
Kathleen Williams,MT,00,house,2020,D,https://n/a,False,False
Kathleen Williams,MT,00,house,2022,D,https://n/a,False,False
Kathleen Williams,MT,00,house,2024,D,https://n/a,False,False
Kathleen Winn,AZ,06,house,2022,R,https://winnforcongress.com,True,True
Kathleen Winn,AZ,06,house,2024,R,https://winnforcongress.com,True,False
Kathry Allen,UT,03,house,2018,D,http://www.drkathieforcongress.com,True,False
Kathry Allen,UT,03,house,2020,D,http://www.drkathieforcongress.com,True,True
Kathryn Gail Ellis,MO,08,house,2022,D,https://ellisforcongress.com,True,False
Kathryn W Dahlin,UT,03,house,2024,R,https://kathryndahlin4utah.com,True,True
Kathy Afzali,MD,06,house,2018,R,https://www.kathyforcongress.com,True,False
Kathy Castor,FL,14,house,2018,D,http://www.castorforcongress.com,True,True
Kathy Castor,FL,14,house,2020,D,http://www.castorforcongress.com,True,True
Kathy Castor,FL,14,house,2022,D,http://www.castorforcongress.com,True,True
Kathy Castor,FL,14,house,2024,D,http://www.castorforcongress.com,True,True
Kathy Coder,PA,17,house,2022,R,https://coderforcongress.com,True,True
Kathy Fragnoli,TX,24,house,2022,D,https://kathy4congress.com,True,True
Kathy Konst,NY,26,house,2018,D,https://kathykonst.com,True,False
Kathy L Warner-Stanton,AL,05,house,2022,D,https://www.kathyforcongress.com,True,True
Kathy L Warner-Stanton,AL,05,house,2024,D,https://www.kathyforcongress.com,True,True
Kathy Raye Salvi,IL,00,senate,2022,R,https://kathysalvi.com,True,True
Kathy Raye Salvi,IL,00,senate,2024,R,https://kathysalvi.com,True,False
Kathyrn Lewis,VA,06,house,2018,R,https://www.votekathryn.com,True,True
Kathyrn Lewis,VA,06,house,2020,R,https://www.votekathryn.com,True,False
Katie Arrington,SC,01,house,2022,R,https://katieforsc.com,True,True
Katie Boyd Britt,AL,00,senate,2022,R,https://www.katiebrittforsenate.com,True,True
Katie Boyd Britt,AL,00,senate,2024,R,https://www.katiebrittforsenate.com,True,True
Katie Darling Darling,LA,01,house,2022,D,https://katie4louisiana.com,True,True
Katie Darling Darling,LA,01,house,2024,D,https://katie4louisiana.com,True,True
Katie Dean,NC,11,house,2022,D,http://www.electkatiedean.com/,True,True
Katie Dean,NC,11,house,2024,D,http://www.electkatiedean.com/,True,False
Katie Wilson,NY,21,house,2018,D,http://www.katiewilsonforcongress.com,True,True
Katie Wilson,NY,21,house,2020,D,http://www.katiewilsonforcongress.com,True,False
Katie Witt,UT,01,house,2020,R,https://katiewitt.com,True,True
Katie Witt,UT,01,house,2022,R,https://katiewitt.com,True,True
Katrina Christiansen,ND,00,senate,2022,D,https://www.katrinaforussenate.com,True,True
Katrina Christiansen,ND,00,senate,2024,D,https://www.katrinaforussenate.com/,True,False
Katrina Fallick-Wang,UT,04,house,2024,D,https://katrinaforcongress.us/,True,True
Katrina Schaffner,AZ,05,house,2024,D,https://www.katrinaforarizona.com,True,True
Katrina Shankland,WI,03,house,2024,D,https://katrinashanklandforcongress.com,True,True
Katrina Swett,NH,02,house,2018,D,https://www.swettforcongress.com,True,False
Katrina Swett,NH,00,senate,2008,D,https://www.swettforcongress.com,True,False
Katrina Swett,NH,00,senate,2010,D,https://www.swettforcongress.com,True,True
Katrina Swett,NH,00,senate,2012,D,https://www.swettforcongress.com,True,False
Katrina Swett,NH,00,senate,2014,D,https://www.swettforcongress.com,True,False
Katrina Swett,NH,00,senate,2016,D,https://www.swettforcongress.com,True,False
Katrina Swett,NH,00,senate,2018,D,https://www.swettforcongress.com,True,False
Katy L Miss Stamper,GA,11,house,2024,D,https://katylstamper.com,True,True
Kay Bailey Hutchison,TX,00,senate,2002,R,https://www.texansforkay.com,True,False
